dataset_dir,dataset_name,is_formal200_candidate,candidate_pool,candidate_family,candidate_subgroup,candidate_basename,candidate_selection_mode,candidate_advantage_side,candidate_gap_score,llmsr_task_status,llmsr_result_status,llmsr_task_seconds,llmsr_id_r2,llmsr_id_nmse,llmsr_ood_r2,llmsr_ood_nmse,llmsr_equation,llmsr_canonical_artifact_present,pysr_task_status,pysr_result_status,pysr_task_seconds,pysr_id_r2,pysr_id_nmse,pysr_ood_r2,pysr_ood_nmse,pysr_equation,pysr_canonical_artifact_present,both_have_full_metrics,status_pair
sim-datasets-data/keijzer/Keijzer-1,Keijzer-1,True,A,keijzer,keijzer,Keijzer-1,strict,pysr,10.890874023232774,ok,ok,3610.584,0.9418227921983514,0.04899076642721786,-7.449151653815983,2.1116259553755667,"def equation(x0: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0
    """"""
    """"""Improved version of `equation_v1`.

    This version includes a non-linear relationship with multiple terms, a sinusoidal component, a hyperbolic tangent component, and a polynomial component.

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x0**2 + params[3] * np.sin(x0) + params[4] * np.cos(x0) + params[5] * np.exp(-x0**2) + params[6] * np.tan(x0) + params[7] * x0**3 + params[8] * np.sin(x0**2) + params[9] * np.cos(x0**3)
    """"""
    return params[0] + params[1] * x0 + params[2] * x0**2 + params[3] * np.sin(x0) + params[4] * np.cos(x0) + params[5] * np.exp(-x0**2) + params[6] * np.tan(x0) + params[7] * x0**3 + params[8] * np.sin(x0**2) + params[9] * np.cos(x0**3)

",True,timed_out,timed_out,3624.364,0.9999999999892868,9.021536995063784e-12,0.999999999992416,1.895407716838461e-12,x0 * (sin(x0 * 6.2831845) / 3.3333242),True,True,timed_out|ok
sim-datasets-data/keijzer/Keijzer-10,Keijzer-10,True,A,keijzer,keijzer,Keijzer-10,strict,llmsr,0.21320805085873618,ok,ok,3610.682,0.9792040278472388,0.0027257881253367456,0.9805703867978948,0.0029704983570446003,"def equation(x0: np.ndarray, x1: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    """"""Improved version of `equation_v1`.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
    - Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    return params[0] + params[1] * np.sin(x0) + params[2] * np.cos(x1) + params[3] * x0**2 + params[4] * x1**2 + params[5] * np.exp(x0) + params[6] * np.tan(x1) + params[7] * x0 * x1 + params[8] * np.sin(x0) * np.cos(x1) + params[9] * np.exp(x1)

",True,timed_out,timed_out,3621.165,0.9759121604560969,0.0031572626906537925,0.9552223152659145,0.006845840807600302,cos(square(0.83513 - x0)) + (((cos(sin(x1) - square(x1)) - x0) * (x1 + -1.8617299)) * (x1 - 0.039418895)),True,True,timed_out|ok
sim-datasets-data/keijzer/Keijzer-11,Keijzer-11,False,,,,,,,,ok,ok,3613.658,-4.513973559635555,5.51390342067864,-6.163841938615049,7.159986898749051,"def equation(x0: np.ndarray, x1: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    """"""Improved version of `equation_v1`.

    This version includes additional terms and interactions to better capture the underlying relationships between the variables.

    Variables:
    - Independents: x0, x1
    - Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    return params[0] + params[1] * x0**2 + params[2] * x1**2 + params[3] * x0 * x1 + params[4] * x0**3 + params[5] * x1**3 + params[6] * x0**2 * x1 + params[7] * x0 * x1**2 + params[8] * np.sin(x0) + params[9] * np.cos(x1)

",True,timed_out,timed_out,3619.079,,,0.9739259644374221,0.026060004481571003,((x0 * (x1 + -0.1450326)) + ((sin(x1 * (x0 * -1.54218)) * x1) / (x1 + sin(x1)))) - (-0.052607384 / x0),True,False,timed_out|ok
sim-datasets-data/keijzer/Keijzer-12,Keijzer-12,True,B,keijzer,keijzer,Keijzer-12,one-sided,llmsr,,ok,ok,3614.381,0.9992702020159997,0.00047253020119735205,0.9953355614628635,0.001729276528286079,"def equation(x0: np.ndarray, x1: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    """"""Improved version of `equation_v1` with additional terms.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
    - Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    return params[0] + params[1] * x0**2 + params[2] * x1 + params[3] * np.exp(x0) + params[4] * np.sin(x1) + \
           params[5] * np.cos(x0) + params[6] * np.sin(x0) * x1 + params[7] * np.exp(x1) + params[8] * x0**3 + \
           params[9] * x1**2

",True,timed_out,timed_out,3614.861,,,,,(((square(square(x0)) - cube(x0)) + -1.0862797e-6) - ((x1 * x1) * -0.50000024)) - x1,True,False,timed_out|ok
sim-datasets-data/keijzer/Keijzer-13,Keijzer-13,False,,,,,,,,ok,ok,3613.848,0.9999999606259425,3.937405741580749e-08,0.9999994966279598,5.01311229787468e-07,"def equation(x0: np.ndarray, x1: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    """"""Improved version of `equation_v1`.

    This version introduces a more complex mathematical structure, including polynomial terms, trigonometric functions, and exponential functions.

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x0**2 + params[4] * np.sin(x1) + params[5] * np.cos(x0) + params[6] * np.exp(x1)
    """"""
    return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x0**2 + params[4] * x1**2 + params[5] * np.sin(x0) + params[6] * np.cos(x1) + params[7] * np.exp(x0) + params[8] * np.exp(x1) + params[9] * np.sin(x0) * np.cos(x1)

",True,timed_out,timed_out,3622.18,0.9999999999999984,1.6000001344804208e-15,0.9999999999999984,1.6000001350933528e-15,(((x1 - x1) * (x1 + x1)) + (cos(x1) / 0.16666666)) * sin(x0),True,True,timed_out|ok
sim-datasets-data/keijzer/Keijzer-14,Keijzer-14,False,,,,,,,,ok,ok,3613.685,0.320425740030276,0.17928812541376726,-159.50635404270767,4.742103346993524,"def equation(x0: np.ndarray, x1: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    """"""Improved version of `equation_v1`.

    This version includes additional terms and interactions, such as higher-order polynomial terms and cross-product terms.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
    - Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    return params[0] + params[1] * x0**2 + params[2] * x1**2 + params[3] * x0 * x1 + params[4] * x0**3 + params[5] * x1**3 + params[6] * x0**2 * x1 + params[7] * x0 * x1**2 + params[8] * x0**4 + params[9] * x1**4

",True,timed_out,timed_out,3622.731,0.9913112578796,0.002292300310255374,-1.6482996738355946,0.07824307531025253,(square((cos(x1) + 1.6727216) * 0.25216413) * square(cos(x0) + 1.6410788)) - (((x0 - x1) * -0.00974275) - 0.6089747),True,True,timed_out|ok
sim-datasets-data/keijzer/Keijzer-15,Keijzer-15,True,B,keijzer,keijzer,Keijzer-15,one-sided,llmsr,,ok,ok,3613.326,0.9999999999838001,1.6199953014430998e-11,0.9999999999925364,7.436246815120833e-12,"def equation(x0: np.ndarray, x1: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0, x1
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    """"""Improved version of `equation_v1`.

    This version includes more terms and interactions between the input variables.

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x1
    """"""
    return params[0] + params[1] * x0 + params[2] * x1 + params[3] * x0**2 + params[4] * x1**2 + params[5] * x0 * x1 + params[6] * x0**3 + params[7] * x1**3 + params[8] * x0 * x1**2 + params[9] * x0**2 * x1

",True,timed_out,timed_out,3620.483,,,,,((cube(x1) * 0.5) - (x1 + (x0 - (cube(x0) * 0.20000002)))) + 1.5053956e-8,True,False,timed_out|ok
sim-datasets-data/keijzer/Keijzer-2,Keijzer-2,True,A,keijzer,keijzer,Keijzer-2,strict,pysr,10.620940826871433,ok,ok,3610.312,0.8646524382613888,0.13015698564830516,-75.48731962846188,16.200732208837024,"def equation(x0: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0
    """"""
    """"""Improved version of `equation_v1`.

    This version includes even more complex mathematical structure, with multiple terms, interactions, and non-linear relationships.

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x0**2 + params[3] * np.sin(x0) + params[4] * np.cos(x0) + params[5] * np.exp(x0) + params[6] * x0**3 + params[7] * np.sin(x0**2) + params[8] * np.cos(x0**3)
    """"""
    return params[0] + params[1] * x0 + params[2] * x0**2 + params[3] * np.sin(x0) + params[4] * np.cos(x0) + params[5] * np.exp(x0) + params[6] * x0**3 + params[7] * np.sin(x0**2) + params[8] * np.cos(x0**3)

",True,timed_out,timed_out,3618.628,0.9999999999520457,4.611526003062546e-11,0.9999999998763112,2.619846280619828e-11,(x0 * ((0.99027985 * 0.29708588) * sin(x0 * 6.2831845))) / square(0.99027985),True,True,timed_out|ok
sim-datasets-data/keijzer/Keijzer-3,Keijzer-3,False,,,,,,,,ok,ok,3609.499,0.2880239190578465,0.6999041560981913,0.07472042651042099,0.17260319128666055,"def equation(x0: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0
    """"""
    """"""Improved version of `equation_v1`.

    This version includes more terms and a non-linear relationship.

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0 + params[2] * x0**2 + params[3] * np.sin(x0) + params[4] * np.exp(x0)
    """"""
    return params[0] + params[1] * x0 + params[2] * x0**2 + params[3] * np.sin(x0) + params[4] * np.exp(x0) + params[5] * np.cos(x0) + params[6] * x0**3 + params[7] * np.sin(x0**2)

",True,timed_out,timed_out,3613.927,0.9999999998027457,1.9390974464970186e-10,0.9999999990294053,1.8105634706081474e-10,(x0 / cos(6.283185)) * (0.30000415 * sin(x0 * 6.283185)),True,True,timed_out|ok
sim-datasets-data/keijzer/Keijzer-4,Keijzer-4,False,,,,,,,,ok,ok,3610.467,0.8401330641287827,0.15954150061083475,0.8927999391195814,0.10704426118096555,"def equation(x0: np.ndarray, params: np.ndarray) -> np.ndarray:
    """"""Equation to be evolved.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0
- Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0
    """"""
    """"""Improved version of `equation_v1`.

    Background:
    This is a symbolic regression task. Find a compact mathematical equation that predicts the target from the observed variables.

    Variables:
    - Independents: x0
    - Dependent: y

    Parameters:
    - params (np.ndarray): Trainable coefficients used by the equation skeleton.

    Output requirement:
    - Write the final formula as a single-line return statement.
    - Do not split the final formula across multiple lines.
    - Example: return params[0] + params[1] * x0
    """"""
    return params[0] + params[1] * x0**2 + params[2] * np.sin(x0) + params[3] * np.cos(x0) +\
           params[4] * np.exp(-x0**2) + params[5] * np.log(x0 + 1) +\
           params[6] * np.sin(2 * x0) + params[7] * np.cos(3 * x0) +\
           params[8] * np.tanh(x0) + params[9] * np.arctan(x0)

",True,timed_out,timed_out,3615.483,0.9779687367487685,0.021986415016331293,0.9834171745974681,0.01655872467728435,(sin(x0) * ((((x0 * -0.17941931) + 1.5528419) * (cos(x0 - 0.293669) - 0.8159202)) + -0.25699362)) * sin(cos(x0)),True,True,timed_out|ok
